"日付","始値","高値","安値","終値","前日比","出来高","売買代金","貸株残高","融資残高","貸借倍率","逆日歩","特別空売り料","5DMA","25DMA","75DMA","100DMA","200DMA","5DVMA","25DVMA","75DVMA"
"2018/06/07","39,500.0","41,030.0","39,410.0","40970.0","+1,360.0","3,024,000","122,214,966","11,300","90,700","8.03","-","-","41,022.00","44,141.60","45,974.13","46,079.00","43,884.85","3,256,480","2,095,152","2,341,033"
"2018/06/06","40,900.0","40,950.0","39,160.0","39610.0","-1,250.0","3,571,000","142,673,938","7,800","105,700","13.55","-","-","41,828.00","44,349.20","46,039.07","46,110.50","43,860.05","3,209,700","2,040,324","2,329,676"
"2018/06/05","40,710.0","41,580.0","40,540.0","40860.0","+390.0","3,493,300","143,412,605","11,800","123,300","10.45","-","-","42,754.00","44,611.60","46,122.13","46,156.70","43,845.60","3,377,100","2,029,500","2,323,464"
"2018/06/04","42,510.0","42,750.0","40,470.0","40470.0","-2,730.0","4,013,300","165,333,569","6,000","154,900","25.82","-","-","43,062.00","44,794.40","46,168.13","46,179.50","43,828.75","2,979,400","1,990,584","2,316,733"
"2018/06/01","44,510.0","44,570.0","43,200.0","43200.0","-1,800.0","2,180,800","95,607,223","10,600","104,200","9.83","-","-","43,288.00","45,030.40","46,220.53","46,200.90","43,817.35","2,520,660","1,903,980","2,308,402"
"2018/05/31","44,700.0","45,000.0","43,610.0","45000.0","+760.0","2,790,100","123,629,217","7,800","109,000","13.97","-","-","43,142.00","45,154.40","46,222.27","46,201.00","43,792.15","2,539,540","1,894,824","2,324,133"
"2018/05/30","42,100.0","44,240.0","41,960.0","44240.0","+1,840.0","4,408,000","191,663,618","41,000","90,800","2.21","-","-","42,644.00","45,206.40","46,213.20","46,162.90","43,755.15","2,459,640","1,894,232","2,332,316"
"2018/05/29","41,810.0","42,560.0","41,670.0","42400.0","+800.0","1,504,800","63,407,749","12,100","112,800","9.32","-","-","42,502.00","45,272.80","46,222.13","46,131.50","43,720.80","1,969,360","1,843,960","2,322,556"
"2018/05/28","41,900.0","42,170.0","41,520.0","41600.0","-870.0","1,719,600","71,887,923","8,100","140,300","17.32","-","-","42,884.00","45,343.20","46,249.73","46,127.20","43,698.25","2,021,620","1,844,116","2,373,662"
"2018/05/25","42,060.0","42,840.0","41,710.0","42470.0","-40.0","2,275,200","96,491,374","11,500","130,400","11.34","-","-","43,464.00","45,456.80","46,320.53","46,128.00","43,675.75","2,120,860","1,867,668","2,383,786"
"2018/05/24","42,910.0","43,220.0","42,430.0","42510.0","-1,020.0","2,390,600","102,192,099","7,100","186,300","26.24","-","-","44,110.00","45,534.80","46,383.20","46,126.90","43,650.80","2,029,080","1,839,128","2,397,820"
"2018/05/23","43,800.0","44,200.0","43,300.0","43530.0","-780.0","1,956,600","85,425,522","7,500","170,000","22.67","-","-","44,924.00","45,621.20","46,459.33","46,124.90","43,625.55","1,836,040","1,796,816","2,450,844"
"2018/05/22","44,500.0","44,800.0","43,740.0","44310.0","-190.0","1,766,100","78,060,765","7,200","167,800","23.31","-","-","45,392.00","45,691.20","46,518.53","46,111.60","43,600.35","1,657,360","1,781,364","2,466,802"
"2018/05/21","45,420.0","45,440.0","44,400.0","44500.0","-1,200.0","2,215,800","99,100,061","7,100","188,800","26.59","-","-","45,730.00","45,708.00","46,554.53","46,090.00","43,557.65","1,482,260","1,768,832","2,470,333"
"2018/05/18","46,690.0","46,700.0","45,580.0","45700.0","-880.0","1,816,300","83,435,616","7,200","141,200","19.61","-","-","46,014.00","45,715.60","46,599.87","46,071.90","43,511.65","1,237,980","1,747,772","2,463,452"
"2018/05/17","46,010.0","46,640.0","45,710.0","46580.0","+710.0","1,425,400","65,902,319","8,300","110,400","13.30","-","-","46,094.00","45,689.60","46,633.60","46,045.20","43,464.35","1,125,800","1,760,076","2,467,128"
"2018/05/16","46,250.0","46,320.0","45,830.0","45870.0","-130.0","1,063,200","49,009,191","7,200","123,600","17.17","-","-","45,878.00","45,647.20","46,649.47","46,009.70","43,417.55","1,182,140","1,778,080","2,489,897"
"2018/05/15","46,110.0","46,300.0","45,820.0","46000.0","+80.0","890,600","40,983,190","8,300","131,800","15.88","-","-","45,952.00","45,617.60","46,686.40","45,981.10","43,374.80","1,317,100","1,833,376","2,528,452"
"2018/05/14","46,170.0","46,200.0","45,700.0","45920.0","-180.0","994,400","45,641,286","9,100","135,700","14.91","-","-","46,200.00","45,596.80","46,734.27","45,960.40","43,333.00","1,448,280","1,883,508","2,568,549"
"2018/05/11","45,710.0","46,200.0","45,550.0","46100.0","+600.0","1,255,400","57,689,648","8,800","133,100","15.13","-","-","46,324.00","45,572.00","46,768.00","45,940.20","43,285.90","1,500,100","1,949,316","2,606,449"
"2018/05/10","46,380.0","46,560.0","45,200.0","45500.0","-740.0","1,707,100","78,046,247","8,700","165,700","19.05","-","-","46,340.00","45,578.80","46,797.60","45,923.00","43,234.80","1,524,860","2,014,112","2,657,684"
"2018/05/09","47,230.0","47,470.0","46,170.0","46240.0","-1,000.0","1,738,000","81,345,724","13,200","150,600","11.41","-","-","46,472.00","45,667.60","46,809.07","45,905.10","43,188.05","1,514,100","2,017,680","2,695,586"
"2018/05/08","46,600.0","47,240.0","46,480.0","47240.0","+700.0","1,546,500","72,462,636","10,600","105,200","9.92","-","-","46,458.00","45,692.40","46,796.40","45,887.50","43,136.95","1,826,580","2,036,292","2,698,304"
"2018/05/07","46,530.0","46,590.0","46,250.0","46540.0","+360.0","1,253,500","58,268,505","8,900","133,000","14.94","-","-","46,096.00","45,669.20","46,768.00","45,846.70","43,081.05","2,021,360","2,051,500","2,702,658"
"2018/05/02","46,160.0","46,570.0","46,060.0","46180.0","+20.0","1,379,200","63,829,923","8,800","126,500","14.38","-","-","46,062.00","45,673.60","46,745.60","45,811.50","43,030.70","2,140,300","2,111,960","2,711,726"
"2018/05/01","46,490.0","46,750.0","46,030.0","46160.0","-10.0","1,653,300","76,742,654","8,300","141,600","17.06","-","-","46,086.00","45,742.00","46,724.80","45,794.10","42,975.60","2,254,840","2,177,420","2,724,545"
"2018/04/27","45,000.0","46,750.0","44,970.0","46170.0","+740.0","3,300,400","152,536,241","8,600","141,500","16.45","-","-","46,114.00","45,791.20","46,697.60","45,785.40","42,919.55","2,479,240","2,241,532","2,723,216"
"2018/04/26","46,370.0","46,420.0","45,160.0","45430.0","-940.0","2,520,400","115,066,106","7,600","170,400","22.42","-","-","46,060.00","45,851.20","46,671.73","45,775.70","42,865.80","2,449,400","2,214,320","2,711,832"
"2018/04/25","45,980.0","46,470.0","45,900.0","46370.0","+70.0","1,848,200","85,613,872","5,800","151,300","26.09","-","-","45,806.00","45,993.20","46,641.20","45,783.70","42,814.10","2,247,060","2,210,676","2,707,854"
"2018/04/24","46,460.0","46,570.0","46,020.0","46300.0","0.0","1,951,900","90,384,848","7,500","152,500","20.33","-","-","45,420.00","46,067.60","46,591.07","45,790.80","42,766.85","2,339,100","2,250,244","2,716,464"
"2018/04/23","46,020.0","46,440.0","45,540.0","46300.0","+400.0","2,775,300","128,082,920","7,900","147,700","18.70","-","-","45,044.00","46,148.40","46,549.87","45,805.00","42,723.75","2,261,060","2,275,900","2,729,341"
"2018/04/20","44,130.0","45,990.0","44,080.0","45900.0","+1,740.0","3,151,200","142,810,210","11,500","137,400","11.95","-","-","44,718.00","46,256.00","46,481.73","45,808.10","42,686.15","1,972,560","2,296,336","2,711,701"
"2018/04/19","44,550.0","44,890.0","44,090.0","44160.0","-280.0","1,508,700","66,926,475","6,000","189,100","31.52","-","-","44,594.00","46,381.60","46,417.73","45,799.20","42,646.00","1,656,380","2,263,272","2,692,301"
"2018/04/18","44,420.0","44,600.0","43,680.0","44440.0","+20.0","2,308,400","102,002,807","8,000","181,500","22.69","-","-","44,708.00","46,544.00","46,388.53","45,802.60","42,621.80","1,645,200","2,271,760","2,700,314"
"2018/04/17","44,450.0","45,060.0","44,170.0","44420.0","-250.0","1,561,700","69,523,022","4,900","177,400","36.20","-","-","44,758.00","46,717.60","46,351.73","45,805.90","42,596.00","1,521,380","2,256,244","2,690,954"
"2018/04/16","45,400.0","45,450.0","44,610.0","44670.0","-610.0","1,332,800","59,912,494","6,000","200,200","33.37","-","-","44,884.00","46,876.80","46,324.27","45,810.00","42,566.10","1,633,820","2,294,056","2,683,248"
"2018/04/13","45,160.0","45,590.0","44,940.0","45280.0","+550.0","1,570,300","71,063,459","6,800","186,600","27.44","-","-","45,054.00","47,014.40","46,292.80","45,811.20","42,529.75","1,742,360","2,380,444","2,688,653"
"2018/04/12","45,000.0","45,220.0","44,700.0","44730.0","+40.0","1,452,800","65,196,436","7,400","197,600","26.70","-","-","45,024.00","47,122.00","46,251.73","45,789.30","42,489.35","1,917,420","2,430,036","2,690,276"
"2018/04/11","45,300.0","45,610.0","44,690.0","44690.0","-360.0","1,689,300","76,171,856","7,900","200,600","25.39","-","-","45,174.00","47,176.80","46,217.33","45,789.80","42,452.95","2,055,640","2,500,992","2,695,774"
"2018/04/10","45,770.0","45,830.0","44,970.0","45050.0","-470.0","2,123,900","96,163,881","5,300","199,200","37.58","-","-","45,296.00","47,290.00","46,190.67","45,783.40","42,414.30","2,245,700","2,562,184","2,693,825"
"2018/04/09","44,700.0","45,780.0","44,430.0","45520.0","+390.0","1,875,500","84,770,803","5,900","183,900","31.17","-","-","45,540.00","47,332.80","46,163.73","45,765.90","42,369.25","2,395,980","2,620,960","2,693,276"
"2018/04/06","44,980.0","45,530.0","44,470.0","45130.0","-350.0","2,445,600","110,002,120","8,200","178,200","21.73","-","-","45,980.00","47,456.00","46,130.53","45,741.40","42,322.90","2,380,140","2,670,764","2,698,713"
"2018/04/05","45,770.0","46,150.0","45,090.0","45480.0","+180.0","2,143,900","97,762,363","8,700","175,200","20.14","-","-","46,326.00","47,578.40","46,102.27","45,724.60","42,271.05","2,331,680","2,667,252","2,692,934"
"2018/04/04","46,550.0","46,630.0","45,180.0","45300.0","-970.0","2,639,600","120,666,928","10,200","196,000","19.22","-","-","46,562.00","47,722.40","46,081.60","45,697.90","42,214.45","2,288,240","2,689,912","2,691,624"
"2018/04/03","46,820.0","46,900.0","46,100.0","46270.0","-1,450.0","2,875,300","133,359,545","7,300","195,800","26.82","-","-","46,832.00","47,887.60","46,062.93","45,670.10","42,158.05","2,313,320","2,712,712","2,676,917"
"2018/04/02","47,000.0","47,950.0","46,940.0","47720.0","+860.0","1,796,300","85,476,683","9,300","131,100","14.10","-","-","47,156.00","47,987.60","46,037.73","45,636.90","42,100.80","2,341,400","2,706,836","2,662,877"
"2018/03/30","46,980.0","47,420.0","46,710.0","46860.0","+200.0","2,203,300","103,694,622","6,200","143,700","23.18","-","-","47,090.00","48,013.20","45,984.27","45,593.50","42,032.10","2,633,360","2,752,684","2,671,876"
"2018/03/29","46,880.0","46,980.0","46,350.0","46660.0","+10.0","1,926,700","89,839,421","7,600","140,500","18.49","-","-","47,252.00","48,026.00","45,952.53","45,562.90","41,969.05","2,716,720","2,770,156","2,675,633"
"2018/03/28","46,800.0","47,310.0","46,310.0","46650.0","-1,240.0","2,765,000","128,961,916","6,600","166,900","25.29","-","-","47,716.00","48,070.40","45,905.87","45,525.00","41,908.90","2,817,240","2,815,480","2,686,724"
"2018/03/27","48,090.0","48,580.0","47,400.0","47890.0","+500.0","3,015,700","144,796,418","5,100","208,700","40.92","-","-","48,032.00","48,082.80","45,857.47","45,488.30","41,848.50","2,831,720","2,796,764","2,688,181"
"2018/03/26","47,250.0","47,440.0","45,980.0","47390.0","-280.0","3,256,100","151,847,234","6,200","219,800","35.45","-","-","48,118.00","48,038.80","45,811.47","45,433.50","41,776.75","2,747,240","2,750,528","2,677,120"
"2018/03/23","47,700.0","48,060.0","47,420.0","47670.0","-1,310.0","2,620,100","125,017,164","9,400","131,100","13.95","-","-","48,438.00","47,976.80","45,783.47","45,401.00","41,705.60","2,753,260","2,707,172","2,664,389"
"2018/03/22","48,540.0","49,080.0","48,280.0","48980.0","+750.0","2,429,300","118,588,091","6,000","108,600","18.10","-","-","48,712.00","47,903.60","45,750.53","45,365.30","41,635.50","2,694,160","2,726,572","2,677,292"
"2018/03/20","47,870.0","48,270.0","47,180.0","48230.0","-90.0","2,837,400","135,575,713","9,400","131,300","13.97","-","-","48,560.00","47,716.80","45,713.87","45,312.60","41,560.65","2,552,480","2,748,940","2,681,981"
"2018/03/19","49,130.0","49,500.0","48,170.0","48320.0","-670.0","2,593,300","126,102,142","6,700","113,500","16.94","-","-","48,670.00","47,563.60","45,698.53","45,266.50","41,489.25","2,369,100","2,770,984","2,678,436"
"2018/03/16","49,240.0","49,880.0","48,970.0","48990.0","-50.0","3,286,200","162,456,995","7,100","91,900","12.94","-","-","48,686.00","47,364.00","45,690.53","45,218.60","41,415.20","2,351,840","2,801,676","2,700,774"
"2018/03/15","48,090.0","49,180.0","48,080.0","49040.0","+820.0","2,324,600","113,345,399","5,100","106,800","20.94","-","-","48,510.00","47,177.20","45,658.80","45,157.90","41,329.10","2,393,100","2,806,380","2,718,314"
"2018/03/14","48,400.0","48,670.0","47,950.0","48220.0","-560.0","1,720,900","83,031,097","5,000","131,800","26.36","-","-","48,296.00","47,012.00","45,605.07","45,104.50","41,243.30","2,490,200","2,860,436","2,718,269"
"2018/03/13","48,050.0","48,790.0","47,820.0","48780.0","+380.0","1,920,500","93,109,074","5,200","100,600","19.35","-","-","47,872.00","46,862.00","45,555.47","45,065.40","41,156.60","2,791,360","3,005,112","2,723,908"
"2018/03/12","48,950.0","49,160.0","48,160.0","48400.0","+290.0","2,507,000","121,885,162","5,800","107,200","18.48","-","-","47,620.00","46,787.20","45,502.00","45,019.10","41,065.15","3,051,080","3,027,448","2,724,012"
"2018/03/09","48,750.0","49,000.0","47,640.0","48110.0","+140.0","3,492,500","168,546,839","6,300","112,300","17.83","-","-","47,164.00","46,738.00","45,454.40","44,972.10","40,974.65","3,268,340","3,060,276","2,743,198"
"2018/03/08","47,040.0","47,970.0","46,820.0","47970.0","+1,870.0","2,810,100","133,537,310","6,400","109,900","17.17","-","-","47,262.00","46,742.40","45,410.13","44,931.30","40,886.25","3,193,960","3,175,272","2,749,520"
"2018/03/07","47,050.0","47,150.0","46,040.0","46100.0","-1,420.0","3,226,700","150,123,229","7,000","164,300","23.47","-","-","47,306.00","46,742.40","45,345.07","44,885.50","40,798.85","3,103,500","3,189,008","2,772,965"
"2018/03/06","47,280.0","48,180.0","47,180.0","47520.0","+1,400.0","3,219,100","153,445,009","6,200","114,000","18.39","-","-","47,902.00","46,778.80","45,327.47","44,861.20","40,718.30","3,000,240","3,141,176","2,766,001"
"2018/03/05","48,360.0","48,430.0","45,950.0","46120.0","-2,480.0","3,593,300","169,119,805","7,700","136,800","17.77","-","-","48,284.00","46,794.00","45,281.20","44,811.40","40,629.38","2,998,340","3,080,400","2,762,052"
"2018/03/02","47,100.0","48,780.0","47,080.0","48600.0","+410.0","3,120,600","149,358,289","11,000","128,900","11.72","-","-","48,814.00","46,878.40","45,243.60","44,770.40","40,546.18","2,825,360","3,020,348","2,748,298"
"2018/03/01","48,500.0","48,660.0","48,070.0","48190.0","-890.0","2,357,800","113,928,245","11,400","132,900","11.66","-","-","48,766.00","46,845.20","45,169.87","44,702.00","40,450.90","2,789,740","3,020,848","2,744,222"
"2018/02/28","49,240.0","49,490.0","48,820.0","49080.0","-350.0","2,710,400","133,274,680","10,700","117,900","11.02","-","-","48,564.00","46,863.20","45,106.67","44,637.30","40,357.45","2,846,200","3,084,728","2,743,960"
"2018/02/27","49,400.0","49,780.0","49,010.0","49430.0","+660.0","3,209,600","158,813,203","10,000","123,000","12.30","-","-","48,302.00","46,883.60","45,023.07","44,562.10","40,255.73","2,916,080","3,132,228","2,736,197"
"2018/02/26","48,950.0","49,470.0","48,510.0","48770.0","+410.0","2,728,400","133,729,714","9,800","119,400","12.18","-","-","47,808.00","46,844.40","44,930.93","44,483.50","40,152.63","2,733,580","3,157,320","2,721,132"
"2018/02/23","47,550.0","48,420.0","47,520.0","48360.0","+1,180.0","2,942,500","141,510,107","7,400","100,600","13.59","-","-","47,412.00","46,826.40","44,853.33","44,404.30","40,050.55","2,559,860","3,252,104","2,721,941"
"2018/02/22","47,600.0","48,070.0","46,870.0","47180.0","-590.0","2,640,100","125,081,497","7,100","123,700","17.42","-","-","46,908.00","46,746.40","44,786.93","44,324.90","39,950.33","2,405,800","3,316,396","2,723,858"
"2018/02/21","47,110.0","47,940.0","46,700.0","47770.0","+810.0","3,059,800","145,342,214","7,900","108,000","13.67","-","-","46,640.00","46,670.80","44,741.87","44,265.10","39,854.65","2,498,800","3,288,464","2,798,934"
"2018/02/20","46,590.0","47,350.0","46,470.0","46960.0","+170.0","2,297,100","107,812,042","8,000","110,000","13.75","-","-","45,948.00","46,564.40","44,676.53","44,198.70","39,753.13","2,484,540","3,240,996","2,789,034"
"2018/02/19","46,040.0","46,790.0","45,900.0","46790.0","+950.0","1,859,800","86,407,918","9,700","109,600","11.30","-","-","45,436.00","46,480.40","44,623.47","44,146.60","39,656.43","2,702,820","3,226,456","2,789,620"
"2018/02/16","46,170.0","46,250.0","45,550.0","45840.0","0.0","2,172,200","99,630,973","7,300","111,800","15.32","-","-","44,744.00","46,393.60","44,565.07","44,107.60","39,562.28","3,002,980","3,245,688","2,820,761"
"2018/02/15","45,010.0","45,910.0","44,920.0","45840.0","+1,530.0","3,105,100","141,406,394","6,800","112,600","16.56","-","-","44,440.00","46,324.80","44,542.40","44,058.70","39,469.93","3,249,300","3,220,944","2,855,669"
"2018/02/14","44,580.0","45,150.0","43,870.0","44310.0","-90.0","2,988,500","133,101,482","7,500","146,500","19.53","-","-","44,254.00","46,260.40","44,519.20","43,982.80","39,375.75","3,363,480","3,194,604","2,837,594"
"2018/02/13","44,200.0","45,310.0","44,010.0","44400.0","+1,070.0","3,388,500","151,488,051","8,400","147,300","17.54","-","-","44,286.00","46,213.60","44,511.20","43,916.40","39,288.28","3,833,340","3,163,948","2,816,882"
"2018/02/09","42,410.0","43,360.0","42,200.0","43330.0","-990.0","3,360,600","143,819,503","11,200","158,200","14.13","-","-","44,788.00","46,142.00","44,500.80","43,850.10","39,202.08","3,651,420","3,128,164","2,792,660"
"2018/02/08","45,000.0","45,100.0","43,700.0","44320.0","-590.0","3,403,800","150,868,325","7,300","93,000","12.74","-","-","45,556.00","46,137.20","44,503.47","43,795.60","39,119.00","3,644,840","3,110,448","2,779,432"
"2018/02/07","46,000.0","46,640.0","44,900.0","44910.0","+440.0","3,676,000","168,613,961","8,400","70,700","8.42","-","-","46,336.00","46,012.00","44,484.80","43,719.20","39,029.93","4,237,560","3,032,388","2,762,570"
"2018/02/06","44,810.0","45,720.0","43,120.0","44470.0","-2,440.0","5,337,800","236,523,867","11,300","140,500","12.43","-","-","46,948.00","45,859.60","44,468.67","43,630.10","38,934.18","4,133,060","2,953,196","2,743,522"
"2018/02/05","46,130.0","47,170.0","46,060.0","46910.0","-260.0","2,478,900","115,344,174","9,700","153,200","15.79","-","-","47,456.00","45,759.60","44,466.53","43,539.60","38,838.03","3,471,680","2,824,072","2,700,981"
"2018/02/02","48,440.0","48,750.0","46,950.0","47170.0","-1,050.0","3,327,700","158,200,762","7,400","148,000","20.00","-","-","47,654.00","45,550.40","44,429.73","43,428.10","38,731.53","3,315,840","2,789,172","2,698,320"
"2018/02/01","49,800.0","49,800.0","47,250.0","48220.0","+250.0","6,367,400","308,683,266","5,700","121,700","21.35","-","-","47,866.00","45,358.00","44,383.47","43,315.40","38,624.25","3,068,700","2,695,412","2,684,414"
"2018/01/31","46,600.0","48,570.0","46,570.0","47970.0","+960.0","3,153,500","151,133,095","6,800","162,900","23.96","-","-","47,776.00","45,121.60","44,327.60","43,201.00","38,512.03","2,421,840","2,510,244","2,626,914"
"2018/01/30","47,800.0","47,800.0","47,010.0","47010.0","-890.0","2,030,900","96,070,944","6,200","178,400","28.77","-","-","47,910.00","44,890.80","44,266.53","43,089.30","38,401.00","2,582,100","2,451,784","2,620,868"
"2018/01/29","48,460.0","48,600.0","47,760.0","47900.0","-330.0","1,699,700","81,899,841","6,500","155,100","23.86","-","-","48,426.00","44,696.40","44,222.00","42,985.60","38,297.80","2,955,500","2,445,156","2,638,721"
"2018/01/26","48,370.0","48,540.0","47,910.0","48230.0","+460.0","2,092,000","100,902,420","8,000","141,800","17.73","-","-","48,536.00","44,488.00","44,150.53","42,871.10","38,188.75","3,382,940","2,438,892","2,642,873"
"2018/01/25","47,680.0","48,440.0","47,240.0","47770.0","-870.0","3,133,100","150,030,509","5,900","142,700","24.19","-","-","48,554.00","44,280.00","44,067.73","42,753.80","38,077.88","3,984,140","2,438,520","2,640,232"
"2018/01/24","49,600.0","49,980.0","47,950.0","48640.0","-950.0","3,954,800","193,600,586","7,500","136,600","18.21","-","-","48,272.00","44,090.40","43,987.60","42,644.50","37,972.80","4,267,480","2,404,528","2,620,838"
"2018/01/23","48,400.0","49,770.0","48,220.0","49590.0","+1,140.0","3,897,900","191,783,068","8,400","111,700","13.30","-","-","47,602.00","43,865.20","43,895.33","42,518.50","37,858.78","3,864,880","2,326,824","2,590,454"
"2018/01/22","48,150.0","49,200.0","48,110.0","48450.0","+130.0","3,836,900","186,584,680","7,000","128,100","18.30","-","-","46,706.00","43,638.80","43,788.27","42,381.80","37,740.80","3,459,920","2,252,732","2,559,920"
"2018/01/19","47,030.0","48,380.0","47,020.0","48320.0","+1,960.0","5,098,000","244,372,164","6,400","105,000","16.41","-","-","45,988.00","43,456.80","43,696.53","42,257.10","37,631.90","3,079,260","2,160,720","2,546,249"
"2018/01/18","46,260.0","46,800.0","45,800.0","46360.0","+1,070.0","4,549,800","211,254,794","6,700","125,600","18.75","-","-","45,248.00","43,299.20","43,596.93","42,134.70","37,523.48","2,527,780","2,029,692","2,511,396"
"2018/01/17","44,600.0","45,400.0","44,580.0","45290.0","+180.0","1,941,800","87,603,022","6,000","167,700","27.95","-","-","44,800.00","43,193.20","43,517.73","42,028.50","37,426.10","1,928,540","1,946,548","2,490,958"
"2018/01/16","44,900.0","45,220.0","44,300.0","45110.0","+250.0","1,873,100","84,025,340","9,600","169,000","17.60","-","-","44,588.00","43,160.80","43,463.20","41,936.60","37,333.95","2,029,500","1,968,280","2,493,681"
"2018/01/15","44,990.0","45,330.0","44,650.0","44860.0","+240.0","1,933,600","87,194,682","6,400","166,000","25.94","-","-","44,194.00","43,082.80","43,410.13","41,852.30","37,242.55","2,099,300","2,003,696","2,519,864"
"2018/01/12","44,410.0","45,060.0","44,320.0","44620.0","+500.0","2,340,600","104,639,529","8,000","166,100","20.76","-","-","43,744.00","43,009.20","43,368.67","41,770.50","37,155.28","2,211,360","2,041,324","2,550,106"
"2018/01/11","43,860.0","44,140.0","43,700.0","44120.0","-110.0","1,553,600","68,276,275","9,300","185,400","19.94","-","-","43,462.00","43,002.00","43,345.60","41,690.70","37,063.50","2,326,780","2,035,144","2,613,321"
"2018/01/10","43,390.0","44,300.0","43,000.0","44230.0","+1,090.0","2,446,600","107,030,536","9,300","179,000","19.25","-","-","42,876.00","43,048.80","43,303.33","41,609.60","36,970.80","2,306,520","2,065,052","2,679,269"
"2018/01/09","43,000.0","43,470.0","42,700.0","43140.0","+530.0","2,222,100","95,724,808","8,800","209,300","23.78","-","-","42,250.00","43,087.60","43,223.60","41,534.50","36,875.43","2,156,440","2,110,700","2,676,448"
"2018/01/05","43,600.0","43,620.0","42,500.0","42610.0","-600.0","2,493,900","107,130,087","8,500","218,000","25.65","-","-","42,016.00","43,211.20","43,150.67","41,478.00","36,784.65","2,133,960","2,133,056","2,673,606"
"2018/01/04","42,120.0","43,250.0","41,820.0","43210.0","+2,020.0","2,917,700","124,748,936","10,100","197,700","19.57","-","-","41,830.00","43,390.00","43,086.13","41,433.80","36,696.05","1,956,460","2,136,160","2,660,829"
"2017/12/29","41,100.0","41,470.0","40,970.0","41190.0","+90.0","1,452,300","59,916,534","17,200","236,700","13.76","-","-","41,660.00","43,570.40","43,015.07","41,383.30","36,605.00","1,569,660","2,190,200","2,657,474"
"2017/12/28","42,100.0","42,270.0","41,070.0","41100.0","-870.0","1,696,200","70,522,237","15,100","235,100","15.57","-","-","41,884.00","43,787.20","42,954.93","41,347.40","36,522.73","1,626,840","2,316,176","2,658,986"
"2017/12/27","41,310.0","42,250.0","41,300.0","41970.0","+290.0","2,109,700","88,264,066","16,000","251,900","15.74","-","-","42,104.00","43,943.60","42,886.93","41,310.10","36,440.53","1,626,000","2,341,176","2,664,661"
"2017/12/26","42,150.0","42,360.0","41,620.0","41680.0","-680.0","1,606,400","67,266,774","15,700","228,500","14.55","-","-","42,140.00","44,044.80","42,799.60","41,269.30","36,354.80","1,577,100","2,342,540","2,657,616"
"2017/12/25","42,350.0","42,720.0","42,170.0","42360.0","+50.0","983,700","41,696,094","16,900","218,700","12.94","-","-","42,342.00","44,168.40","42,720.67","41,223.50","36,269.85","1,564,440","2,355,416","2,661,728"
"2017/12/22","42,020.0","42,760.0","41,880.0","42310.0","+110.0","1,738,200","73,738,125","16,500","223,600","13.55","-","-","42,476.00","44,267.20","42,634.53","41,174.70","36,179.25","1,784,240","2,473,908","2,677,809"
"2017/12/21","41,880.0","42,390.0","41,700.0","42200.0","+50.0","1,692,000","71,181,579","16,200","224,700","13.87","-","-","42,620.00","44,366.40","42,560.80","41,126.20","36,086.25","1,893,260","2,563,044","2,671,368"
"2017/12/20","42,660.0","42,800.0","42,090.0","42150.0","-540.0","1,865,200","78,886,633","16,200","219,600","13.56","-","-","42,782.00","44,402.00","42,488.80","41,089.10","35,989.63","1,957,300","2,678,104","2,671,278"
"2017/12/19","42,960.0","43,160.0","42,670.0","42690.0","-340.0","1,543,100","66,149,512","16,700","225,700","13.51","-","-","43,138.00","44,507.20","42,415.33","41,025.30","35,895.30","1,993,380","2,711,672","2,663,102"
"2017/12/18","43,230.0","43,260.0","42,440.0","43030.0","0.0","2,082,700","89,109,481","16,700","256,900","15.38","-","-","43,380.00","44,561.60","42,332.13","40,951.40","35,799.35","1,992,080","2,766,864","2,660,542"
"2017/12/15","42,500.0","43,380.0","42,320.0","43030.0","+20.0","2,283,300","97,974,818","17,700","241,300","13.63","-","-","43,650.00","44,572.40","42,245.07","40,883.50","35,702.60","1,940,000","2,786,028","2,656,316"
"2017/12/14","43,700.0","43,800.0","42,800.0","43010.0","-920.0","2,012,200","86,934,292","19,900","243,100","12.22","-","-","43,786.00","44,574.00","42,162.53","40,825.40","35,606.03","1,977,580","2,807,292","2,652,061"
"2017/12/13","43,430.0","44,140.0","43,100.0","43930.0","+30.0","2,045,600","89,448,453","22,200","220,700","9.94","-","-","44,080.00","44,591.60","42,069.60","40,768.50","35,507.00","2,072,160","2,820,328","2,643,470"
"2017/12/12","44,380.0","44,380.0","43,710.0","43900.0","-480.0","1,536,600","67,550,504","21,300","222,900","10.46","-","-","43,926.00","44,546.80","41,962.80","40,705.60","35,403.90","2,214,740","2,823,632","2,633,234"
"2017/12/11","43,800.0","44,380.0","43,400.0","44380.0","+670.0","1,822,300","80,117,239","20,300","220,100","10.84","-","-","43,750.00","44,491.60","41,857.20","40,631.60","35,300.08","2,482,280","2,845,356","2,632,458"
"2017/12/08","44,900.0","44,980.0","43,590.0","43710.0","-770.0","2,471,200","109,576,208","21,700","231,500","10.67","-","-","43,762.00","44,434.40","41,746.53","40,546.60","35,193.65","2,555,040","2,884,028","2,632,290"
"2017/12/07","43,800.0","44,670.0","43,660.0","44480.0","+1,320.0","2,485,100","109,975,413","22,600","225,600","9.98","-","-","44,078.00","44,421.20","41,640.27","40,471.00","35,091.88","2,521,060","2,908,632","2,620,524"
